id,country,designation,points,price,province,region,taster_name,taster_twitter_handle,variety,winery
3354,France,Château de Beauregard,84,,Burgundy,Saint-Véran,Roger Voss,@vossroger,Chardonnay,Joseph Burrier
3355,US,,84,18,New York,Finger Lakes,Anna Lee C. Iijima,,Cabernet Franc,King's Garden Vineyards
3356,US,Jillian's Blend,84,44,California,Napa Valley,Virginie Boone,@vboone,Red Blend,Laird
3357,US,Reserve,84,30,New York,Finger Lakes,Anna Lee C. Iijima,,Cabernet Sauvignon,McGregor
3358,Spain,Conde de Valdemar Old Vines,84,15,Northern Spain,Rioja,Michael Schachner,@wineschach,Garnacha,Bodegas Valdemar
3359,Spain,Reserva,92,50,Northern Spain,Ribera del Duero,Michael Schachner,@wineschach,Tempranillo,Protos
3360,Germany,Spätlese,92,31,Rheingau,,Anna Lee C. Iijima,,Riesling,Schloss Vollrads
3361,US,,92,69,California,Oakville,Virginie Boone,@vboone,Cabernet Sauvignon,Sojourn
3362,US,Cask 23 Estate,92,260,California,Napa Valley,Virginie Boone,@vboone,Cabernet Sauvignon,Stag's Leap Wine Cellars
3363,Australia,Eden Trail,92,18,South Australia,Eden Valley,Joe Czerwinski,@JoeCz,Riesling,Thorn Clarke
3364,US,Shake Ridge Ranch,92,45,California,Amador County,Jim Gordon,@gordone_cellars,Petite Sirah,Aratás
3365,Portugal,Santos da Casa Grande Reserva,92,48,Douro,,Roger Voss,@vossroger,Portuguese Red,Santos & Seixo
3366,US,Joie de Vivre,92,38,California,Mendocino Ridge,Jim Gordon,@gordone_cellars,Chardonnay,Spicy Vines
3367,US,,92,18,California,Amador County,Jim Gordon,@gordone_cellars,Teroldego,Terra d'Oro
3368,US,Original Vines,92,41,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Pinot Gris,The Eyrie Vineyards
3369,US,Putnam Vineyard Pinot de Ville,92,65,California,Sonoma Coast,Virginie Boone,@vboone,Pinot Noir,Tongue Dancer
3370,US,Secco,92,16,California,Lodi,Jim Gordon,@gordone_cellars,Moscato,Uvaggio
3371,US,Triple Black Slopes,92,75,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,WillaKenzie Estate
3372,US,Estate Grown,92,25,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Blanc,WillaKenzie Estate
3373,US,Sangiacomo Family Vineyards,92,38,California,Carneros,Virginie Boone,@vboone,Chardonnay,William Harrison
3374,France,Le Vivier,92,22,Beaujolais,Fleurie,Roger Voss,@vossroger,Gamay,Yohan Lardy
3375,US,Arnaut Boushey Vineyard,92,50,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Syrah,Avennia
3376,US,Big River Ranch Vineyard Series,92,45,California,Alexander Valley,Jim Gordon,@gordone_cellars,Zinfandel,Bella
3377,US,Solesce,92,65,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Bordeaux-style Red Blend,Brian Carter Cellars
3378,Portugal,Grande Reserva,92,35,Douro,,Roger Voss,@vossroger,Portuguese Red,Bulas
3379,US,,92,35,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Syrah,Cadaretta
3380,US,,92,20,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Gris,Raptor Ridge
3381,Germany,Bernkasteler Badstube Auslese,92,33,Mosel,,Anna Lee C. Iijima,,Riesling,Dr. Heidemanns-Bergweiler
3382,Germany,Ürziger Würzgarten GG Réserve Alte Reben Erste Lage Dry,92,92,Mosel,,Anna Lee C. Iijima,,Riesling,Dr. Loosen
3383,US,,92,42,California,Yorkville Highlands,Jim Gordon,@gordone_cellars,Petite Sirah,Meyer Family Cellars
3384,US,Memorista Tradition,92,25,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Riesling,Ovum
3385,Spain,Finca Malaveïna,92,28,Northern Spain,Empordà,Michael Schachner,@wineschach,Red Blend,Perelada
3386,US,Estate,92,48,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Syrah,Proper
3387,Portugal,Reserva,92,60,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta da Zaralhôa
3388,Portugal,Duas Quintas Reserva,92,31,Douro,,Roger Voss,@vossroger,Portuguese Red,Ramos-Pinto
3389,US,Wren Song,84,25,Michigan,Lake Michigan Shore,Alexander Peartree,,Riesling,Wyncroft
3390,Spain,Hoya de Cadenas Organic,84,9,Spain Other,Spain,Michael Schachner,@wineschach,Verdejo,Vicente Gandia
3391,Argentina,Ampakama,84,11,Other,San Juan,Michael Schachner,@wineschach,Chardonnay,Casa Montes
3392,Spain,XA,84,14,Catalonia,Penedès,Michael Schachner,@wineschach,Xarel-lo,Albet I Noya
3393,US,Mountain Cuvée Estate,84,24,California,Dry Creek Valley,Virginie Boone,@vboone,Zinfandel,Gustafson Family
3394,US,High Roller,84,20,California,Sonoma Coast,Virginie Boone,@vboone,Pinot Noir,JAQK Cellars
3395,US,Suzanne's Blend,84,36,California,Russian River Valley,Virginie Boone,@vboone,Chardonnay,Gracianna
3396,Argentina,,84,20,Mendoza Province,La Consulta,Michael Schachner,@wineschach,Cabernet Sauvignon,Angulo Innocenti
3397,US,,84,13,California,Lodi,Jim Gordon,@gordone_cellars,Cabernet Sauvignon,Cable Car
3398,US,,84,32,California,Napa County-Sonoma County,Virginie Boone,@vboone,Zinfandel,Michael-Scott
3399,Argentina,Valle Las Acequias,84,15,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Cabernet Sauvignon,Luis Segundo Correas
3400,Portugal,Montaria Tinto,84,8,Alentejano,,Roger Voss,@vossroger,Portuguese Red,Parras Vinhos
3401,Portugal,Quartilho Branco,84,13,Tejo,,Roger Voss,@vossroger,Portuguese White,Quinta do Casal Branco
3402,Portugal,,84,10,Tejo,,Roger Voss,@vossroger,Portuguese White,Quinta do Casal Monteiro
3403,US,,84,40,Oregon,Applegate Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Schmidt
3404,US,Unoaked,84,32,Michigan,Lake Michigan Shore,Alexander Peartree,,Chardonnay,Three Fires
3405,US,Dry,84,18,Michigan,Leelanau Peninsula,Alexander Peartree,,Gewürztraminer,Verterra
3406,Portugal,Bastardo! Black Edition Tinto,84,25,Tejo,,Roger Voss,@vossroger,Portuguese Red,Wine with Spirit
3407,Portugal,Seafood & Co,84,12,Vinho Verde,,Roger Voss,@vossroger,Portuguese White,Wine with Spirit
3408,Spain,,83,11,Central Spain,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,Sauvignon Blanc,Finca Salazar
3409,US,Private Reserve,83,40,California,Sonoma County,Virginie Boone,@vboone,Zinfandel,Buena Vista
3410,Spain,La Comtesse,83,60,Galicia,Rías Baixas,Michael Schachner,@wineschach,Albariño,Pazo de Barrantes
3411,Portugal,Monsaraz Branco,83,9,Alentejo,,Roger Voss,@vossroger,Portuguese White,Cooperativa Reguengos de Monsaraz
3412,US,The Pintail,83,55,California,Napa Valley,Virginie Boone,@vboone,Pinot Noir,Armanino Family Cellars
3413,Portugal,Castelo do Sulco Colheita,83,8,Lisboa,,Roger Voss,@vossroger,Portuguese White,Parras Vinhos
3414,Italy,Drago,83,16,Northeastern Italy,Trentino,Kerin O’Keefe,@kerinokeefe,Pinot Grigio,Lechthaler
3415,US,,83,9,California,California,Jim Gordon,@gordone_cellars,Chardonnay,Coast
3416,Spain,Altos de Tamaron,83,11,Northern Spain,Ribera del Duero,Michael Schachner,@wineschach,Tempranillo,Pagos del Rey
3417,US,England-Shaw Vienyard,83,24,California,Solano County,Jim Gordon,@gordone_cellars,Syrah,Pat Paulsen Vineyards
3418,US,,83,25,California,Russian River Valley,Virginie Boone,@vboone,Pinot Noir,Mossback
3419,US,Especial,86,40,California,Paso Robles,Matt Kettmann,@mattkettmann,Zinfandel,Peachy Canyon
3420,Portugal,Porrais,86,15,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta de Porrais
3421,Portugal,QM Terra Antiga,86,,Vinho Verde,,Roger Voss,@vossroger,Portuguese White,Quintas de Melgaço
3422,Chile,Reserva,86,12,Maule Valley,,Michael Schachner,@wineschach,Cabernet Franc-Carmenère,Tricky Rabbit
3423,US,Grist Vineyard,86,32,California,Dry Creek Valley,Virginie Boone,@vboone,Syrah,Bradford Mountain
3424,US,,86,26,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Petite Sirah,Consilience
3425,France,Cuvée 3,86,20,Loire Valley,Muscadet Sèvre et Maine,Roger Voss,@vossroger,Melon,Domaine de la Pepière
3426,Portugal,Tagus Creek Tinto,86,12,Alentejano,,Roger Voss,@vossroger,Portuguese Red,Falua
3427,Portugal,Rede Branco,86,11,Douro,,Roger Voss,@vossroger,Portuguese White,Quinta da Rede
3428,US,Winemaker's Reserve,86,39,Oregon,Umpqua Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Reustle
3429,US,Estate Grown Mt. George Vineyard,86,35,California,Napa Valley,Virginie Boone,@vboone,Merlot,Silverado
3430,US,Aveta,86,26,California,Napa Valley,Virginie Boone,@vboone,Sauvignon Blanc,Stag's Leap Wine Cellars
3431,France,Les Michelons,88,25,Beaujolais,Moulin-à-Vent,Roger Voss,@vossroger,Gamay,Yohan Lardy
3432,US,Atavus Vineyard,88,27,Washington,Columbia Gorge (WA),Sean P. Sullivan,@wawinereport,Gewürztraminer,Analemma
3433,US,Nuthouse,88,50,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Pinot Noir,Argyle
3434,Spain,,88,24,Levante,Jumilla,Michael Schachner,@wineschach,Monastrell-Syrah,Chopo
3435,US,,88,28,California,Yorkville Highlands,Jim Gordon,@gordone_cellars,Syrah,Meyer Family Cellars
3436,US,Vineyard Series Clifton Vineyards,88,28,Washington,Wahluke Slope,Sean P. Sullivan,@wawinereport,Grenache,Milbrandt
3437,US,,88,22,California,Central Coast,Matt Kettmann,@mattkettmann,G-S-M,MooBuzz
3438,US,Reserve,88,55,California,Paso Robles,Matt Kettmann,@mattkettmann,Cabernet Sauvignon,Opolo
3439,Spain,,88,10,Northern Spain,Rueda,Michael Schachner,@wineschach,Verdejo-Viura,Palma Real
3440,Portugal,Evidência,88,,Dão,,Roger Voss,@vossroger,Portuguese Red,Parras Wines
3441,US,The Wah,88,72,California,Paso Robles,Matt Kettmann,@mattkettmann,Syrah,Proulx
3442,Portugal,Meandro do Vale Meão,88,20,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta do Vale Meão
3443,Portugal,Dona Matilde Reserva,88,39,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta Dona Matilde
3444,Portugal,Reserva,88,19,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta dos Poços
3445,US,Reserve,88,60,California,Carneros,Virginie Boone,@vboone,Pinot Noir,Robert Mondavi
3446,US,Gravel Road,88,30,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Roco
3447,Italy,Castelletto,88,70,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Tenuta Duecorti
3448,Italy,Gratus Bio,88,31,Piedmont,Colline Novaresi,Kerin O’Keefe,@kerinokeefe,Red Blend,Podere ai Valloni
3449,US,Whiplash,88,16,California,California,Jim Gordon,@gordone_cellars,Malbec,Jamieson Ranch
3450,US,,88,10,California,California,Jim Gordon,@gordone_cellars,Merlot,Leaping Lizard
3451,Australia,Scrubby Rise,88,15,South Australia,Adelaide,Joe Czerwinski,@JoeCz,White Blend,Wirra Wirra
3452,Argentina,Sustainably Farmed Estate Grown and Bottled,88,12,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Cabernet Sauvignon,Zolo
3453,US,,88,14,California,California,Jim Gordon,@gordone_cellars,Petite Sirah,Greystone Cellars
3454,Australia,,88,21,South Australia,Adelaide Hills,Joe Czerwinski,@JoeCz,Chardonnay,Hill-Smith Estate
3455,US,Estate Grown,88,19,California,Russian River Valley,Virginie Boone,@vboone,Sauvignon Blanc,Balletto
3456,Argentina,,88,20,Mendoza Province,Agrelo,Michael Schachner,@wineschach,Cabernet Sauvignon,Cadus
3457,Argentina,Gualtallary,88,20,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Cadus
3458,US,,88,15,California,Sierra Foothills,Jim Gordon,@gordone_cellars,Syrah,Casto Oaks
3459,Australia,The Dagger,88,21,South Australia,Adelaide Hills,Joe Czerwinski,@JoeCz,Pinot Noir,Riposte
3460,US,Betsy's Backacher,88,17,California,California,Jim Gordon,@gordone_cellars,White Blend,Spann Vineyards
3461,US,,88,39,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Pinot Noir,Siduri
3462,Greece,,88,24,Drama,,Susan Kostrzewa,@suskostrzewa,Red Blend,Thema
3463,Italy,Colmello Rosso,88,27,Veneto,Veneto Orientale,,,Red Blend,Moletto
3464,France,,88,10,Rhône Valley,Vin de Pays des Cévennes,Joe Czerwinski,@JoeCz,Viognier,Domaine de Gournier
3465,Italy,Brut Rosé Millesimato,88,28,Lombardy,Franciacorta,,,Sparkling Blend,Fratelli Berlucchi
3466,US,,88,14,California,Central Coast,,,Cabernet Sauvignon,Hahn Estates
3467,Portugal,Monte da Peceguina Tinto,88,30,Alentejano,,Roger Voss,@vossroger,Portuguese Red,Herdade da Malhadinha Nova
3468,US,Maestro,88,48,California,Paso Robles,,,Red Blend,Hunt Cellars
3469,US,,88,48,California,Santa Cruz Mountains,,,Meritage,Kings Mountain
3470,Italy,Cantina Tre Serre,88,29,Piedmont,Barbaresco,,,Nebbiolo,Vinchio-Vaglio Serra
3471,Spain,Reserva Privada,88,60,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo Blend,Marqués de Vargas
3472,France,Grand Cuvée,88,15,Rhône Valley,Luberon,Joe Czerwinski,@JoeCz,Rhône-style White Blend,Marrenon
3473,Portugal,Porca de Murça Tinto,88,10,Douro,,Roger Voss,@vossroger,Portuguese Red,Real Companhia Velha
3474,Israel,Reserve Kosher,88,25,Ella Valley,,Lauren Buzzeo,@laurbuzz,Merlot,Recanati
3475,US,Whole Cluster Reserve,88,40,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Bishop Creek Cellars
3476,France,,88,,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Couhins-Lurton
3477,France,,88,,Bordeaux,Listrac-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Fonréaud
3478,France,,88,17,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Lieujean
3479,France,,88,35,Bordeaux,Pauillac,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Lynch-Moussas
3480,France,,88,67,Bordeaux,Pomerol,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Vray Croix de Gay
3481,Portugal,Churchill Estates,88,28,Douro,,Roger Voss,@vossroger,Touriga Nacional,Churchill's
3482,France,,87,18,Alsace,Alsace,Roger Voss,@vossroger,Pinot Gris,Jean Albrecht
3483,France,,87,13,Alsace,Alsace,Roger Voss,@vossroger,Pinot Blanc,La Cave des Vignerons de Pfaffenheim
3484,US,Dry,87,13,New York,Finger Lakes,Anna Lee C. Iijima,,Riesling,Lakewood
3485,US,Suzanne's Estate Reserve,87,40,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Left Coast Cellars
3486,France,Cuvée Marie,87,30,Alsace,Alsace,Roger Voss,@vossroger,Gewürztraminer,Lucien Albrecht
3487,US,,87,19,New York,Finger Lakes,Anna Lee C. Iijima,,Chardonnay,Ravines
3488,Italy,Tenuta Lena di Mezzo,87,20,Veneto,Valpolicella Classico Superiore Ripasso,,,"Corvina, Rondinella, Molinara",Monte del Frá
3489,US,Estate,87,21,California,Sierra Foothills,Virginie Boone,@vboone,Sangiovese,Naggiar
3490,Italy,,87,25,Veneto,Valpolicella Classico Superiore Ripasso,,,"Corvina, Rondinella, Molinara",Novaia
3491,US,Blue Ash Road,87,20,California,Sonoma County,,,Chardonnay,Parkers Estate
3492,Chile,Reserve Barrel Select,87,12,Cachapoal Valley,,Michael Schachner,@wineschach,Carmenère,Santa Ema
3493,US,Topaz Imperial,87,33,New York,North Fork of Long Island,Anna Lee C. Iijima,,Sparkling Blend,Sparkling Pointe
3494,Italy,Paverno,87,25,Veneto,Amarone della Valpolicella Classico,,,"Corvina, Rondinella, Molinara",Vaona
3495,Germany,Ürziger Würzgarten Alte Reben GG Trocken,87,42,Mosel,,Joe Czerwinski,@JoeCz,Riesling,Dr. Loosen
3496,Chile,Reserva,87,11,Maipo Valley,,Michael Schachner,@wineschach,Syrah,Echeverria
3497,France,Tradition,87,,Alsace,Alsace,Roger Voss,@vossroger,Gewürztraminer,Emile Beyer
3498,Italy,,87,65,Veneto,Amarone della Valpolicella Classico,,,"Corvina, Rondinella, Molinara",Giuseppe Lonardi
3499,US,Unoaked Ingle Vineyard,87,16,New York,Finger Lakes,Anna Lee C. Iijima,,Chardonnay,Heron Hill
3500,US,Sweet Cuvée,88,14,California,California,Jim Gordon,@gordone_cellars,Sparkling Blend,Korbel
3501,France,Brut Royal Rosé,88,35,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Lété-Vautrain
3502,US,,88,13,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Lone Birch
3503,US,Cracked Earth,88,12,California,California,Jim Gordon,@gordone_cellars,Red Blend,Montevina
3504,US,Euphoric La Vista Vineyard,88,55,California,Adelaida District,Matt Kettmann,@mattkettmann,Grenache,Nicora
3505,US,,88,30,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Grenache,Ocelli
3506,US,,88,40,California,Napa Valley,Virginie Boone,@vboone,Meritage,One Iron
3507,US,Tyto,88,18,California,Alexander Valley,Virginie Boone,@vboone,Red Blend,Owl Ridge
3508,US,,88,19,Oregon,Oregon,Paul Gregutt,@paulgwine ,Pinot Noir,Eola Hills
3509,Italy,Riserva,88,22,Tuscany,Vernaccia di San Gimignano,Kerin O’Keefe,@kerinokeefe,Vernaccia,Fattoria La Vialla
3510,Italy,Pollino,88,,Southern Italy,Calabria,Kerin O’Keefe,@kerinokeefe,Magliocco,Ferrocinto
3511,US,Madrona Hill Vineyard,88,39,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Pinot Noir,Gersing
3512,Italy,Principe Strozzi,88,18,Tuscany,Vernaccia di San Gimignano,Kerin O’Keefe,@kerinokeefe,Vernaccia,Guicciardini Strozzi
3513,US,Luvisi Vineyard,88,48,California,Napa Valley,Virginie Boone,@vboone,Zinfandel,Hunnicutt
3514,US,Lone Tree Vineyard Estate Grown,88,59,California,Carneros,Virginie Boone,@vboone,Pinot Noir,Acacia
3515,US,Stonetree Vineyard,88,24,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Zinfandel,Angel Vine
3516,France,Grande Réserve Brut,88,24,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Baron-Fuenté
3517,US,Maestro Collection Ranch No. 5,88,38,California,Carneros,Virginie Boone,@vboone,Pinot Noir,Beaulieu Vineyard
3518,Spain,Floreano e Punto,88,18,Galicia,Rías Baixas,Michael Schachner,@wineschach,Albariño,Bodegas Carballal
3519,France,Brut Régence,88,55,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Brimoncourt
3520,US,Tinto,88,45,California,St. Helena,Virginie Boone,@vboone,Red Blend,Casa Nuestra
3521,US,,88,62,California,Paso Robles,Matt Kettmann,@mattkettmann,Malbec,Cass
3522,US,Oasis,88,22,California,Paso Robles,Matt Kettmann,@mattkettmann,Rosé,Cass
3523,Italy,Bron& Ruseval Riserva,88,27,Central Italy,Romagna,Kerin O’Keefe,@kerinokeefe,Sangiovese,Celli
3524,France,Blanc de Blancs Brut,88,55,Champagne,Champagne,Roger Voss,@vossroger,Chardonnay,Collet
3525,France,Brut Art Déco,88,45,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Collet
3526,Italy,,88,26,Southern Italy,Taurasi,Kerin O’Keefe,@kerinokeefe,Aglianico,D'Aione
3527,Italy,,88,22,Southern Italy,Aglianico del Vulture,Kerin O’Keefe,@kerinokeefe,Aglianico,D'Angelo
3528,US,Big Red Blend No 33-1,88,10,California,California,Jim Gordon,@gordone_cellars,Red Blend,Dark Horse
3529,Germany,Made With Organic Grapes,88,12,Rheinhessen,,Anna Lee C. Iijima,,Riesling,Schlink Haus
3530,Italy,Costa Grimaldi,92,92,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Poderi Luigi Einaudi
3531,Austria,Auslese,92,,Niederösterreich,,Roger Voss,@vossroger,Riesling,Schloss Gobelsburg
3532,Australia,,92,38,Western Australia,Margaret River,Joe Czerwinski,@JoeCz,Cabernet Sauvignon,Vasse Felix
3533,US,,92,18,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Sauvignon Blanc,Woodinville Wine Cellars
3534,Australia,The Coppermine Road,92,65,South Australia,McLaren Vale,Joe Czerwinski,@JoeCz,Cabernet Sauvignon,D'Arenberg
3535,US,Ryo-Fu,92,40,California,Russian River Valley,,,Chardonnay,Freeman
3536,Austria,Rubin Carnuntum,92,25,Carnuntum,,Roger Voss,@vossroger,Zweigelt,Glatzer
3537,France,Vieilles Vignes,92,39,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Lamothe-Cissac
3538,Austria,Terrassen Smaragd,92,30,Wachau,,Roger Voss,@vossroger,Riesling,Domäne Wachau
3539,Italy,Brunate Le Coste,92,120,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Giuseppe Rinaldi
3540,Italy,Casot,92,30,Piedmont,Barbaresco,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Nada Giuseppe
3541,Italy,Cascinotta,92,50,Piedmont,Barbaresco,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Negro Angelo e Figli
3542,US,Champoux Vineyard,92,55,Washington,Horse Heaven Hills,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Januik
3543,US,,92,32,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,L'Ecole No. 41
3544,Italy,Bricco Sarmassa,92,70,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Brezza
3545,US,Block 10,92,45,California,Russian River Valley,,,Zinfandel,Bella
3546,US,Bella Una,92,56,California,Russian River Valley,,,Pinot Noir,Benovia
3547,Australia,Isolation Ridge Vineyard,92,40,Western Australia,Frankland River,Joe Czerwinski,@JoeCz,Riesling,Frankland Estate
3548,Italy,Vigna Lazzairasco,92,44,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Guido Porro
3549,US,Kent the Younger,92,36,California,Russian River Valley,,,Chardonnay,Joseph Swan Vineyards
3550,Austria,Zieregg Grosse Lage,92,,Südoststeiermark,,Roger Voss,@vossroger,Sauvignon Blanc,Manfred Tement
3551,US,Bacchus Vineyard Dewpoint,92,17,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Riesling,Convergence Zone
3552,Germany,Graacher Himmelreich Spätlese,92,30,Mosel,,Anna Lee C. Iijima,,Riesling,Dr. Heidemanns-Bergweiler
3553,US,,92,44,California,Russian River Valley,,,Pinot Noir,Freeman
3554,Australia,William Randell,92,50,South Australia,Barossa,Joe Czerwinski,@JoeCz,Shiraz,Thorn Clarke
3555,Austria,Steinsetz Reserve,92,,Kamptal,,Roger Voss,@vossroger,Grüner Veltliner,Schloss Gobelsburg
3556,US,Sagemoor Vineyard,92,30,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Malbec,Walla Walla Vintners
3557,Austria,Leithagebirge,92,38,Burgenland,,Roger Voss,@vossroger,Blaufränkisch,Kollwentz
3558,US,,92,40,Washington,Walla Walla Valley (WA),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,L'Ecole No. 41
3559,France,,89,30,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Château de Sancerre
3560,Hungary,Dry,89,16,Tokaji,,Jeff Jenssen,@worldwineguys,White Blend,Chateau Dereszla
3561,US,Ridgecrest Vineyards,89,25,Oregon,Ribbon Ridge,Paul Gregutt,@paulgwine ,Gamay Noir,Chehalem
