CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
20110022,202011,15.1091,1.1454,2,1,2,67000,1200,3,2,1,3,1,I,I,I,I,I,I,I,I
20110023,202011,15.4842,1.1454,2,1,2,67000,1200,3,2,1,3,1,R,I,I,I,I,R,I,I
20110024,202011,15.4842,1.1454,2,1,2,67000,1200,3,2,1,2,1,R,I,I,I,I,R,I,I
20110025,202011,15.1091,1.1454,2,1,2,69000,1300,3,2,1,3,1,R,I,R,R,I,R,R,R
20110026,202011,15.4842,1.1454,2,1,2,61000,1100,3,2,1,3,1,R,I,I,I,I,R,I,I
20110027,202011,15.1091,1.1454,2,1,2,65000,1200,3,2,1,3,1,I,I,I,I,I,I,I,I
20110028,202011,58.3643,1.1454,3,1,2,62000,1200,3,2,3,3,9,R,R,R,R,I,R,R,R
20110029,202011,15.1091,1.1454,2,1,2,70000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
20110030,202011,15.1091,1.1454,2,1,2,79000,1300,3,1,3,3,1,R,R,R,R,R,R,R,R
20110031,202011,15.1091,1.1454,2,1,2,79000,1300,3,2,1,3,1,R,R,R,R,R,R,R,R
20110032,202011,15.1091,1.1454,2,1,2,67000,1200,3,2,3,3,1,R,I,R,R,R,R,R,R
20110033,202011,15.4842,1.1454,4,1,2,62000,1100,3,9,3,2,1,R,I,I,I,I,I,I,I
20110034,202011,10.9333,1.1454,1,1,2,55000,900,1,9,3,3,1,I,I,I,I,I,I,I,I
20110035,202011,10.9333,1.1454,1,1,2,53000,900,1,2,3,2,1,R,R,R,R,R,R,R,R
20110036,202011,10.9333,1.1454,1,1,2,35600,900,1,2,1,3,1,R,R,R,R,R,R,R,R
20110037,202011,15.1091,1.1454,2,1,2,63000,1100,3,1,1,3,1,R,I,R,R,R,R,R,R
20110038,202011,15.1091,1.1454,2,1,2,52000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
20110039,202011,15.1091,1.1454,2,1,2,9,1200,3,2,1,3,1,R,9,I,I,I,R,I,I
20110040,202011,58.3643,1.1454,3,1,2,79000,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
20110041,202011,58.3643,1.1454,3,1,2,70000,1300,3,2,3,3,9,R,R,R,R,R,R,R,R
20110042,202011,15.4842,1.1454,4,1,2,43600,500,1,2,1,3,1,R,R,R,R,R,R,R,R
20110043,202011,10.9333,1.1454,1,1,2,58000,960,1,9,1,3,1,I,I,I,I,I,I,I,I
20110044,202011,10.9333,1.1454,1,1,2,70000,900,1,2,1,3,1,R,R,R,R,R,R,R,R
20110045,202011,10.9333,1.1454,1,1,2,55000,900,1,2,1,3,1,I,I,I,I,I,I,I,I
20110046,202011,10.9333,1.1454,1,1,2,61000,960,1,2,1,3,1,R,R,R,R,R,R,R,R
20110047,202011,58.3643,1.1454,3,1,2,67000,1200,3,1,3,3,9,R,I,R,R,I,R,R,R
20110048,202011,58.3643,1.1454,3,1,2,67000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
20110049,202011,58.3643,1.1454,3,1,2,63000,1300,3,2,3,3,9,R,R,R,R,R,R,R,R
20110050,202011,58.3643,1.1454,3,1,2,48500,920,3,2,3,3,9,R,R,R,R,R,R,R,R
20110051,202011,15.1091,1.1454,2,1,2,61000,1100,3,2,1,3,1,R,I,R,R,I,R,I,I
20110052,202011,15.1091,1.1454,2,1,2,61000,1100,1,1,3,3,1,R,I,I,I,I,R,I,I
20110053,202011,15.1091,1.1454,2,1,2,58000,960,3,2,1,2,1,R,I,R,R,R,R,R,R
20110054,202011,15.4842,1.1454,4,1,2,64000,1100,1,9,3,1,9,I,I,I,I,I,I,I,I
20110055,202011,15.4842,1.1454,4,1,2,62000,1100,3,2,1,1,9,I,I,I,I,I,I,I,I
20110056,202011,15.4842,1.1454,4,1,2,62000,1100,3,2,1,1,9,I,I,I,I,I,I,I,I
20110057,202011,10.9333,1.1454,1,1,2,59000,950,1,2,3,1,9,R,R,R,R,R,R,R,R
20110058,202011,10.9333,1.1454,1,1,2,95000,990,1,2,1,1,9,R,R,R,R,R,R,R,R
20110059,202011,10.9333,1.1454,1,1,2,62000,840,1,9,3,1,9,R,R,R,R,R,R,R,R
20110060,202011,15.1091,1.1454,2,1,2,53000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
20110061,202011,15.1091,1.1454,2,1,2,69000,1300,1,2,1,1,9,I,I,I,I,I,I,I,I
20110062,202011,15.1091,1.1454,2,1,2,79000,1100,3,1,1,1,9,R,R,R,R,R,R,R,R
20110063,202011,15.1091,1.1454,2,1,2,65000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
20110064,202011,58.3643,1.1454,3,1,2,67000,1200,3,1,3,1,9,I,I,I,I,I,I,I,I
20110065,202011,58.3643,1.1454,3,1,2,69000,1300,3,1,1,1,9,R,I,I,I,I,R,I,R
20110066,202011,15.4842,1.1454,4,1,2,65000,1100,1,2,1,1,9,R,R,R,R,I,R,R,R
20110067,202011,58.3643,1.1454,3,1,2,67000,1200,3,2,3,1,9,I,I,I,I,I,I,I,I
20110068,202011,58.3643,1.1454,3,1,2,79000,1200,3,2,3,1,9,R,R,R,R,R,R,I,R
20110069,202011,58.3643,1.1454,3,1,1,66000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20110070,202011,58.3643,1.1454,3,1,1,45000,700,1,9,9,9,9,R,R,R,R,9,9,9,9
20110071,202011,58.3643,1.1454,3,1,1,71000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20110072,202011,15.4842,1.1454,4,1,1,62000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20110073,202011,15.1091,1.1454,2,1,1,51000,700,1,9,9,9,9,R,I,R,R,9,9,9,9
20110074,202011,58.3643,1.1454,3,1,1,58000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20110075,202011,10.9333,1.1454,1,1,1,63000,920,3,9,9,9,9,R,R,R,R,9,9,9,9
20110076,202011,58.3643,1.1454,3,1,1,69000,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
20110077,202011,58.3643,1.1454,3,1,1,79000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20110078,202011,58.3643,1.1454,3,1,1,66000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110079,202011,58.3643,1.1454,3,1,1,31400,900,1,9,9,9,9,R,R,R,R,9,9,9,9
20110080,202011,15.1091,1.1454,2,1,1,63000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110081,202011,15.1091,1.1454,2,1,1,55000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20110082,202011,15.1091,1.1454,2,1,1,67000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20110083,202011,15.1091,1.1454,2,1,1,56000,920,1,9,9,9,9,I,I,I,I,9,9,9,9
20110084,202011,10.9333,1.1454,1,1,1,55000,900,1,9,9,9,9,R,I,I,I,9,9,9,9
20110085,202011,10.9333,1.1454,1,1,1,60000,980,1,9,9,9,9,R,R,R,R,9,9,9,9
20110086,202011,15.1091,1.1454,2,1,1,69000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20110087,202011,15.1091,1.1454,2,1,1,58000,980,3,9,9,9,9,I,I,I,I,9,9,9,9
20110088,202011,58.3643,1.1454,3,1,1,66000,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
20110089,202011,58.3643,1.1454,3,1,1,63000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110090,202011,15.1091,1.1454,2,1,1,56000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110091,202011,58.3643,1.1454,3,1,1,79000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110092,202011,15.1091,1.1454,2,1,1,52000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20110093,202011,58.3643,1.1454,3,1,1,70000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110094,202011,58.3643,1.1454,3,1,1,57000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20110095,202011,15.1091,1.1454,2,1,1,79000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110096,202011,10.9333,1.1454,1,1,1,95000,780,1,9,9,9,9,R,R,R,R,9,9,9,9
20110097,202011,15.1091,1.1454,2,1,1,57000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20110098,202011,15.1091,1.1454,2,1,1,71000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20110099,202011,15.1091,1.1454,2,1,1,69000,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
20110100,202011,15.1091,1.1454,2,1,1,60000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110101,202011,15.1091,1.1454,2,1,1,56000,920,3,9,9,9,9,R,I,R,R,9,9,9,9
20110102,202011,15.1091,1.1454,2,1,1,65000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110103,202011,15.1091,1.1454,2,1,1,43000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20110104,202011,15.1091,1.1454,2,1,1,58000,980,3,9,9,9,9,R,I,R,R,9,9,9,9
20110105,202011,15.1091,1.1454,2,1,1,56000,920,1,9,9,9,9,R,I,R,R,9,9,9,9
20110106,202011,15.1091,1.1454,2,1,1,47900,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
20110107,202011,15.1091,1.1454,2,1,1,43000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20110108,202011,15.1091,1.1454,2,1,1,67000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20110109,202011,10.9333,1.1454,1,1,1,68000,950,1,9,9,9,9,R,R,R,R,9,9,9,9
20110110,202011,10.9333,1.1454,1,1,1,59000,990,1,9,9,9,9,I,I,I,I,9,9,9,9
20110111,202011,10.9333,1.1454,1,1,1,64000,920,1,9,9,9,9,R,R,R,R,9,9,9,9
20110112,202011,15.1091,1.1454,2,1,1,79000,700,1,9,9,9,9,R,R,R,R,9,9,9,9
20110113,202011,15.1091,1.1454,2,1,1,69000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110114,202011,15.1091,1.1454,2,1,1,49000,900,3,9,9,9,9,R,R,R,R,9,9,9,9
20110115,202011,58.3643,1.1454,3,1,1,43000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110116,202011,58.3643,1.1454,3,1,1,79000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20110117,202011,58.3643,1.1454,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20110118,202011,58.3643,1.1454,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20110119,202011,29.1821,0.9968,3,2,2,70000,1600,3,2,3,2,9,R,R,R,R,I,R,R,R
20110120,202011,29.1821,0.9968,3,2,2,129000,2000,3,2,3,3,9,I,I,I,I,I,I,I,I
20110121,202011,29.1821,0.9968,3,2,2,86000,1800,3,2,3,2,9,R,R,R,R,I,R,R,R
20110122,202011,29.1821,0.9968,3,2,2,142000,2500,3,2,3,3,9,I,I,I,I,I,I,I,I
20110123,202011,29.1821,0.9968,3,2,2,128000,1900,3,2,3,3,9,R,R,R,R,R,R,R,R
20110124,202011,7.7421,0.9968,4,2,2,121000,1800,3,9,3,3,1,I,I,I,I,I,I,I,I
20110125,202011,7.7421,0.9968,4,2,2,135000,1200,1,2,1,2,1,R,R,R,R,R,R,R,R
20110126,202011,7.7421,0.9968,4,2,2,187000,2200,3,2,3,3,1,R,R,R,R,R,R,R,R
20110127,202011,7.7421,0.9968,4,2,2,108000,1500,3,2,3,3,1,I,I,I,I,I,I,I,I
20110128,202011,7.7421,0.9968,4,2,2,104000,1300,1,2,3,3,1,I,I,I,I,I,I,I,I
20110129,202011,7.7421,0.9968,4,2,2,64000,1200,3,2,3,2,1,R,R,R,R,R,R,I,I
20110130,202011,7.7421,0.9968,4,2,2,116000,1700,3,2,3,3,1,I,I,I,I,I,I,I,I
20110131,202011,7.7421,0.9968,4,2,2,236000,1900,1,2,1,2,1,R,R,R,R,R,R,R,R
20110132,202011,7.7421,0.9968,4,2,2,128000,2000,3,2,3,3,1,I,I,I,I,I,I,I,I
20110133,202011,7.7421,0.9968,4,2,2,125000,1400,3,9,3,2,1,R,R,R,R,R,R,R,R
20110134,202011,7.7421,0.9968,4,2,2,133000,2200,3,9,3,2,1,I,I,I,I,I,I,I,I
20110135,202011,7.7421,0.9968,4,2,2,107000,1400,1,2,3,2,1,I,I,I,I,I,I,I,I
20110136,202011,5.1614,0.9968,5,3,2,160000,2900,3,1,1,3,1,R,R,R,R,R,R,R,R
20110137,202011,7.7421,0.9968,4,2,2,109000,1400,1,9,3,2,1,R,R,R,R,R,R,R,R
20110138,202011,7.7421,0.9968,4,2,2,121000,1800,3,2,3,2,1,R,I,I,I,I,I,I,I
20110139,202011,7.7421,0.9968,4,2,2,236000,1400,1,2,1,2,1,R,R,R,R,R,R,R,R
20110140,202011,7.7421,0.9968,4,2,2,82000,1200,3,9,1,3,1,R,R,R,R,R,R,R,R
20110141,202011,7.7421,0.9968,4,2,2,127000,1400,3,2,1,2,1,R,R,R,R,R,R,R,R
20110142,202011,7.7421,0.9968,4,2,2,144000,1100,3,2,3,2,1,R,R,R,R,R,R,R,R
20110143,202011,7.7421,0.9968,4,2,2,236000,1600,3,2,1,2,1,R,R,R,R,R,R,R,R
20110144,202011,7.7421,0.9968,4,2,2,108000,1500,3,9,3,3,1,I,I,I,I,I,I,I,I
20110145,202011,5.4667,0.9968,1,2,2,83000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
20110146,202011,5.4667,0.9968,1,2,2,99000,1500,3,2,3,3,1,R,R,R,R,R,R,R,R
20110147,202011,5.4667,0.9968,1,2,2,86000,1500,3,2,3,3,1,R,R,R,R,R,R,R,R
20110148,202011,5.4667,0.9968,1,2,2,122000,1200,1,2,1,3,1,R,R,R,R,R,R,R,R
20110149,202011,5.4667,0.9968,1,2,2,105000,1700,3,2,3,3,1,R,R,R,R,R,R,R,R
20110150,202011,5.4667,0.9968,1,2,2,91000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
20110151,202011,5.4667,0.9968,1,2,2,87000,990,1,2,3,3,1,R,R,R,R,R,R,R,R
20110152,202011,5.4667,0.9968,3,2,2,130000,1800,3,1,1,3,9,R,R,R,R,R,R,R,R
20110153,202011,29.1821,0.9968,3,2,2,112000,1600,3,1,3,2,9,I,I,I,I,I,I,I,I
20110154,202011,29.1821,0.9968,3,2,2,130000,1600,1,1,3,3,9,R,R,R,R,R,R,R,R
20110155,202011,29.1821,0.9968,3,2,2,105000,1900,3,2,3,3,9,R,R,R,R,R,R,R,R
20110156,202011,29.1821,0.9968,3,2,2,129000,2000,3,1,3,3,9,R,I,I,I,I,I,I,I
20110157,202011,29.1821,0.9968,3,2,2,145000,2300,3,2,3,3,9,R,R,R,R,R,R,R,R
20110158,202011,29.1821,0.9968,3,2,2,112000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
20110159,202011,19.4548,0.9968,5,3,2,91000,1100,1,2,1,3,1,R,I,I,I,I,R,I,I
20110160,202011,29.1821,0.9968,3,2,2,131000,2100,3,2,3,3,9,I,I,I,I,I,I,I,I
20110161,202011,29.1821,0.9968,3,2,2,170000,2500,3,1,3,2,9,R,R,R,R,R,R,R,R
20110162,202011,29.1821,0.9968,3,2,2,83000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
20110163,202011,29.1821,0.9968,3,2,2,116000,1900,3,2,3,3,9,R,R,R,R,R,R,R,R
20110164,202011,7.5545,0.9968,2,2,2,9,1800,3,2,1,3,1,R,9,I,I,I,I,I,I
20110165,202011,7.5545,0.9968,2,2,2,147000,2400,3,2,3,3,1,R,I,R,R,R,R,R,R
20110166,202011,7.5545,0.9968,2,2,2,116000,1700,1,2,3,3,1,R,I,R,R,R,R,R,R
20110167,202011,7.5545,0.9968,2,2,2,184000,2200,3,2,1,3,1,R,R,R,R,R,R,R,R
20110168,202011,7.5545,0.9968,2,2,2,184000,2200,1,2,1,3,1,R,R,R,R,R,R,R,R
20110169,202011,7.5545,0.9968,2,2,2,108000,1500,3,2,1,3,1,R,I,I,I,I,I,I,I
20110170,202011,7.5545,0.9968,2,2,2,89000,2000,3,1,3,3,1,R,R,R,R,R,R,R,R
20110171,202011,7.5545,0.9968,2,2,2,112000,1600,3,2,1,3,1,R,I,R,R,I,R,R,R
20110172,202011,7.5545,0.9968,2,2,2,88000,1600,3,2,1,2,1,R,R,R,R,R,R,R,R
20110173,202011,7.5545,0.9968,2,2,2,184000,2300,3,1,3,3,1,R,R,R,R,R,R,R,R
20110174,202011,7.5545,0.9968,2,2,2,136000,2200,3,2,3,3,1,R,I,R,R,I,R,R,R
20110175,202011,7.5545,0.9968,2,2,2,70000,1600,3,2,1,3,1,R,R,R,R,R,R,R,R
20110176,202011,29.1821,0.9968,3,2,2,145000,2000,3,3,3,3,9,R,R,R,R,R,R,R,R
20110177,202011,29.1821,0.9968,3,2,2,85000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
20110178,202011,29.1821,0.9968,3,2,2,132000,2100,3,2,3,3,9,R,I,R,R,R,R,R,R
20110179,202011,29.1821,0.9968,3,2,2,116000,1700,3,2,3,3,9,R,I,I,I,R,I,I,I
20110180,202011,7.5545,0.9968,2,2,2,106000,1400,1,2,1,3,1,I,I,I,I,I,I,I,I
20110181,202011,7.5545,0.9968,2,2,2,184000,1800,3,2,1,2,1,R,R,R,R,R,R,R,R
20110182,202011,7.5545,0.9968,2,2,2,108000,1500,3,2,1,3,1,I,I,I,I,I,I,I,I
20110183,202011,7.5545,0.9968,2,2,2,136000,2200,1,2,1,3,1,I,I,I,I,I,I,I,I
20110184,202011,7.5545,0.9968,2,2,2,184000,1900,3,2,1,2,1,R,R,R,R,R,R,R,R
20110185,202011,7.5545,0.9968,2,2,2,75000,1600,3,1,1,3,1,R,R,R,R,R,R,R,R
20110186,202011,7.5545,0.9968,2,2,2,148000,1700,3,2,1,3,1,R,R,R,R,R,R,R,R
20110187,202011,7.5545,0.9968,2,2,2,112000,1600,3,2,1,3,1,I,I,I,I,I,I,I,I
20110188,202011,29.1821,0.9968,3,2,2,80000,1800,3,2,3,3,9,R,R,R,R,R,R,R,R
20110189,202011,29.1821,0.9968,3,2,2,75000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20110190,202011,29.1821,0.9968,3,2,2,130000,2500,3,2,3,3,9,R,R,R,R,R,R,R,R
20110191,202011,29.1821,0.9968,3,2,2,68000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20110192,202011,29.1821,0.9968,3,2,2,90000,2100,3,2,3,3,9,R,R,R,R,R,R,R,R
20110193,202011,29.1821,0.9968,3,2,2,109000,2200,3,2,3,3,9,R,R,R,R,I,R,R,R
20110194,202011,7.5545,0.9968,2,2,2,136000,2200,3,2,3,3,1,I,I,I,I,I,I,I,I
20110195,202011,7.5545,0.9968,2,2,2,96000,1800,3,2,1,3,1,R,R,R,R,R,R,R,R
20110196,202011,7.5545,0.9968,2,2,2,96000,1600,3,1,3,2,1,R,R,R,R,I,R,R,R
20110197,202011,7.5545,0.9968,2,2,2,74000,2000,3,2,3,3,1,R,R,R,R,R,R,R,R
20110198,202011,7.5545,0.9968,2,2,2,139000,2400,3,2,1,3,1,R,R,R,R,R,R,R,R
20110199,202011,7.5545,0.9968,2,2,2,144000,2400,3,2,1,3,1,R,R,R,R,R,R,R,R
20110200,202011,7.7421,0.9968,4,2,2,128000,2000,3,2,1,2,1,R,I,I,I,I,R,I,I
20110201,202011,7.7421,0.9968,4,2,2,98000,1200,1,2,3,2,1,I,I,I,I,I,I,I,I
20110202,202011,7.7421,0.9968,4,2,2,131000,2100,3,2,3,2,1,I,I,I,I,I,I,I,I
20110203,202011,7.7421,0.9968,4,2,2,123000,1900,1,2,3,2,1,I,I,I,I,I,I,I,I
20110204,202011,7.7421,0.9968,4,2,2,110000,1500,3,2,3,2,1,I,I,I,I,I,I,I,I
20110205,202011,7.7421,0.9968,4,2,2,100000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
20110206,202011,7.7421,0.9968,4,2,2,89000,1700,3,2,3,3,1,R,R,R,R,I,R,R,R
20110207,202011,7.7421,0.9968,4,2,2,98000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
20110208,202011,7.7421,0.9968,4,2,2,148000,2400,3,2,1,3,1,R,R,R,R,R,R,R,R
20110209,202011,29.1821,0.9968,4,2,2,88000,2000,3,2,3,3,1,R,R,R,R,R,R,R,R
20110210,202011,5.4667,0.9968,1,2,2,95000,1100,1,2,3,2,1,I,I,I,I,I,I,I,I
20110211,202011,5.4667,0.9968,1,2,2,100000,1700,3,9,3,2,1,R,R,R,R,R,R,R,R
20110212,202011,5.4667,0.9968,1,2,2,102000,1300,1,2,3,2,1,R,I,I,I,I,R,I,I
20110213,202011,5.4667,0.9968,1,2,2,112000,1600,3,2,3,3,1,I,I,I,I,I,I,I,I
20110214,202011,5.4667,0.9968,1,2,2,86000,1100,3,2,1,3,1,R,R,R,R,I,R,R,R
20110215,202011,5.4667,0.9968,1,2,2,114000,1600,3,2,3,3,1,I,I,I,I,I,I,I,I
20110216,202011,29.1821,0.9968,3,2,2,105000,1700,3,2,3,3,9,R,R,R,R,R,R,R,R
20110217,202011,29.1821,0.9968,3,2,2,120000,1600,3,1,1,2,9,R,R,R,R,R,R,R,R
20110218,202011,29.1821,0.9968,3,2,2,100000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20110219,202011,29.1821,0.9968,3,2,2,114000,1600,1,2,3,3,9,R,R,R,R,R,R,I,R
20110220,202011,29.1821,0.9968,3,2,2,58000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20110221,202011,29.1821,0.9968,3,2,2,113000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20110222,202011,29.1821,0.9968,3,2,2,85000,1600,3,2,1,3,9,R,R,R,R,R,R,R,R
20110223,202011,7.5545,0.9968,2,2,2,9,1100,3,1,1,3,1,R,9,I,I,I,I,I,I
20110224,202011,7.7421,0.9968,4,2,2,169000,1600,3,2,1,3,1,R,R,I,I,R,R,I,R
20110225,202011,7.7421,0.9968,4,2,2,108000,1500,3,2,1,3,1,R,I,R,R,R,R,R,R
20110226,202011,7.7421,0.9968,4,2,2,84000,1300,1,2,1,3,1,R,R,R,R,R,R,R,R
20110227,202011,7.7421,0.9968,4,2,2,164000,1800,3,2,3,3,1,R,R,R,R,I,R,R,R
20110228,202011,5.4667,0.9968,1,2,2,115000,1700,1,2,1,3,1,I,I,I,I,I,I,I,I
20110229,202011,5.4667,0.9968,1,2,2,85000,1400,3,2,1,3,1,R,R,R,R,R,R,R,R
20110230,202011,5.4667,0.9968,1,2,2,83000,1600,3,2,3,3,1,R,R,R,R,R,R,R,R
20110231,202011,5.4667,0.9968,1,2,2,189000,1500,3,9,1,3,1,R,R,R,R,R,R,R,R
20110232,202011,5.4667,0.9968,1,2,2,233000,1700,1,2,1,3,1,R,R,R,R,R,R,R,R
20110233,202011,5.4667,0.9968,1,2,2,81000,1100,1,2,1,3,1,R,R,R,R,R,R,R,R
20110234,202011,5.4667,0.9968,1,2,2,84000,1600,3,2,1,3,1,R,R,R,R,R,R,R,R
20110235,202011,5.4667,0.9968,1,2,2,115000,1300,1,2,3,3,1,R,R,R,R,R,R,R,R
20110236,202011,5.4667,0.9968,1,2,2,123000,2100,3,2,3,3,1,R,R,R,R,R,R,R,R
20110237,202011,29.1821,0.9968,3,2,2,80000,1700,3,2,3,3,9,R,R,R,R,R,R,R,R
20110238,202011,29.1821,0.9968,3,2,2,84000,2100,3,2,3,3,9,R,R,R,R,R,R,R,R
20110239,202011,29.1821,0.9968,3,2,2,116000,1700,3,2,3,3,9,R,I,I,I,R,R,R,R
20110240,202011,29.1821,0.9968,3,2,2,119000,2500,3,1,1,3,9,R,R,R,R,R,R,R,R
20110241,202011,29.1821,0.9968,3,2,2,116000,1700,3,2,3,3,9,R,I,I,I,I,I,I,I
20110242,202011,29.1821,0.9968,3,2,2,112000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
20110243,202011,29.1821,0.9968,3,2,2,89000,2000,3,2,1,3,9,R,R,R,R,R,R,R,R
20110244,202011,29.1821,0.9968,3,2,2,129000,2000,3,2,3,3,9,R,I,R,R,R,R,R,R
20110245,202011,29.1821,0.9968,3,2,2,107000,2100,3,1,1,3,9,R,R,R,R,R,R,R,R
20110246,202011,29.1821,0.9968,3,2,2,116000,1700,3,2,3,2,9,R,I,R,R,I,I,I,I
20110247,202011,29.1821,0.9968,3,2,2,96000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
20110248,202011,29.1821,0.9968,3,2,2,67000,1500,3,2,3,2,9,R,R,R,R,R,R,R,R
20110249,202011,29.1821,0.9968,3,2,2,112000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
20110250,202011,29.1821,0.9968,3,2,2,145000,2200,3,2,3,3,9,R,R,R,R,R,R,R,R
20110251,202011,19.4548,0.9968,5,3,2,170000,3500,3,2,3,3,1,R,R,R,R,R,R,R,R
20110252,202011,29.1821,0.9968,3,2,2,112000,1600,3,2,3,3,9,R,I,R,R,I,R,I,I
20110253,202011,29.1821,0.9968,3,2,2,132000,2100,3,2,3,3,9,I,I,I,I,I,I,I,I
20110254,202011,29.1821,0.9968,3,2,2,82000,1600,3,1,3,3,9,R,R,R,R,I,I,R,R
20110255,202011,29.1821,0.9968,3,2,2,149000,2100,3,2,3,3,9,R,R,R,R,R,R,R,R
20110256,202011,29.1821,0.9968,3,2,2,96000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
20110257,202011,29.1821,0.9968,3,2,2,112000,1600,3,2,3,2,9,I,I,I,I,I,I,I,I
20110258,202011,7.5545,0.9968,2,2,2,101000,1500,3,1,3,3,1,R,R,R,R,R,R,R,R
20110259,202011,7.5545,0.9968,2,2,2,78000,1200,3,1,3,3,1,R,R,R,R,R,R,R,R
20110260,202011,7.7421,0.9968,4,2,2,113000,1600,3,9,3,1,9,I,I,I,I,I,I,I,I
20110261,202011,7.7421,0.9968,4,2,2,131000,1600,3,9,3,1,9,R,R,R,R,R,R,R,R
20110262,202011,7.7421,0.9968,4,2,2,153000,1500,1,2,1,1,9,R,R,R,R,R,R,R,R
20110263,202011,7.7421,0.9968,4,2,2,115000,1800,3,2,3,1,9,R,R,R,R,R,R,R,R
20110264,202011,7.7421,0.9968,4,2,2,115000,2100,3,2,3,1,9,R,R,R,R,R,R,R,R
20110265,202011,7.7421,0.9968,4,2,2,103000,1500,3,9,3,1,9,R,R,R,R,R,R,R,R
20110266,202011,7.7421,0.9968,4,2,2,106000,1400,3,2,3,1,9,R,I,I,I,I,I,I,R
20110267,202011,29.1821,0.9968,3,2,2,108000,1500,3,2,3,1,9,R,I,I,I,I,R,R,R
20110268,202011,5.1614,0.9968,5,3,2,256000,2400,3,2,3,1,9,R,R,R,R,R,R,R,R
20110269,202011,7.7421,0.9968,4,2,2,113000,1600,3,2,3,1,9,I,I,I,I,I,I,I,I
20110270,202011,7.7421,0.9968,4,2,2,106000,1400,1,2,3,1,9,I,I,I,I,I,I,I,I
20110271,202011,7.7421,0.9968,4,2,2,102000,1300,1,2,3,1,9,I,I,I,I,I,I,I,I
20110272,202011,7.7421,0.9968,4,2,2,113000,1600,3,2,3,1,9,R,I,R,R,R,R,R,R
20110273,202011,7.7421,0.9968,4,2,2,100000,1200,3,9,3,1,9,I,I,I,I,I,I,I,I
